"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact","TopoID","Note","X","Y","geometry"
"144",9096,NA,"Burial Mound","Annual agriculture","Annual agriculture",2010-10-27,"40",40,"1.5","3",NA,200105,NA,445646.5157,4704454.1664,c(445646.5157, 4704454.1664)
"145",9097,NA,"Extinct Burial Mound","Annual agriculture","Pasture",2010-10-27,"20",10,"2","5",NA,200104,NA,445687.3357,4704660.8349,c(445687.3357, 4704660.8349)
"146",9099,NA,"Burial Mound","Annual agriculture","Pasture",2010-10-27,"40",40,"6","4",NA,0,NA,445118.4155,4704731.1654,c(445118.4155, 4704731.1654)
"147",9100,NA,"Burial Mound","Scrub","Scrub",2010-10-27,"25",20,"3","3",NA,200874,NA,445817.666,4706579.4311,c(445817.666, 4706579.4311)
"148",9101,NA,"Burial Mound","Annual agriculture","Scrub",2010-10-27,"20",20,"2","5",NA,0,NA,445652.4141,4706681.9061,c(445652.4141, 4706681.9061)
"149",9102,NA,"Burial Mound","Annual agriculture","Scrub",2010-10-27,"20",20,"1.5","5",NA,0,NA,445619.8367,4706675.7182,c(445619.8367, 4706675.7182)
"150",9103,NA,"Burial Mound","Annual agriculture","Annual agriculture",2010-10-27,"20",20,"1.5","3",NA,200872,NA,445629.9549,4706742.3882,c(445629.9549, 4706742.3882)
"151",9104,NA,"Burial Mound","Scrub","Pasture",2010-10-27,"30",25,"3","5",NA,200873,NA,445796.5625,4706684.6446,c(445796.5625, 4706684.6446)
"152",9105,NA,"Burial Mound","Annual agriculture","Pasture",2010-10-27,"30",30,"2","5",NA,200878,NA,447225.6483,4706365.1211,c(447225.6483, 4706365.1211)
"153",9106,NA,"Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-10-27,"40",40,"0.5","5",NA,0,NA,447268.1797,4706346.4193,c(447268.1797, 4706346.4193)
"154",9107,NA,"Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-10-27,"25",20,"1","5",NA,200877,NA,447497.6417,4706345.7197,c(447497.6417, 4706345.7197)
"155",9108,NA,"Burial Mound","Annual agriculture","Pasture",2010-10-27,"30",20,"2","4",NA,200876,NA,447506.3653,4706045.7237,c(447506.3653, 4706045.7237)
"156",9109,NA,"Burial Mound","Annual agriculture","Annual agriculture",2010-10-27,"40",40,"1.5","3",NA,200027,NA,448172.7994,4708324.079,c(448172.7994, 4708324.079)
"157",9110,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-10-27,"60",60,"6","4","Looting",200118,NA,439942.4164,4698117.5053,c(439942.4164, 4698117.5053)
"158",9112,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-10-28,"40",40,"1.5","4","Agriculture",200545,NA,465306.8624,4698952.1033,c(465306.8624, 4698952.1033)
"159",9113,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-10-28,"30",30,"0.8","4","Agriculture",200544,NA,465395.9957,4698923.2849,c(465395.9957, 4698923.2849)
"160",9114,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2010-10-28,"30",30,"1.5","4","Agriculture",200542,NA,465407.6544,4698757.8848,c(465407.6544, 4698757.8848)
"161",9115,"Survey","Extinct Burial Mound","Pasture","Pasture",2010-10-28,"30",30,"1.5","4","Agriculture",0,NA,465438.7798,4698799.8808,c(465438.7798, 4698799.8808)
"162",9116,"Survey","Burial Mound","Pasture","Pasture",2010-10-28,"20",20,"0.6","5","Agriculture",0,NA,465483.8935,4698850.9764,c(465483.8935, 4698850.9764)
"163",9117,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-28,"40",20,"1.5","4","Agriculture",200543,NA,465514.0037,4698888.1313,c(465514.0037, 4698888.1313)
"164",9118,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-10-28,"40",40,"1.5","4","Agriculture",0,NA,465533.4991,4698843.3448,c(465533.4991, 4698843.3448)
"165",9119,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-10-29,"35",35,"1","4","Agriculture",200344,NA,446604.0384,4679535.4111,c(446604.0384, 4679535.4111)
"166",9120,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-10-29,"30",30,"0.5","5","Agriculture",0,NA,446665.9005,4679565.9395,c(446665.9005, 4679565.9395)
"167",9121,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-10-29,"30",30,"0.5","5","Agriculture",0,NA,446698.6437,4679542.2007,c(446698.6437, 4679542.2007)
"168",9122,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-10-29,"25",25,"0.5","5","Agriculture",0,NA,446765.1123,4679600.1561,c(446765.1123, 4679600.1561)
"169",9123,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-10-29,"30",30,"2","4","Looting",200342,NA,447003.4186,4679422.8968,c(447003.4186, 4679422.8968)
"170",9124,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-10-29,"25",25,"1.5","5","Looting",200343,NA,446692.4847,4679433.4834,c(446692.4847, 4679433.4834)
"171",9125,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"30",20,"1","3","Looting",200328,NA,449979.746,4672300.5862,c(449979.746, 4672300.5862)
"172",9126,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"40",40,"2.5","4","Looting",200329,NA,450390.0089,4672598.1556,c(450390.0089, 4672598.1556)
"173",9127,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"25",25,"2","3","Looting",200330,NA,450300.285,4672702.0734,c(450300.285, 4672702.0734)
"174",9128,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"28",28,"4.5","5","Looting",200324,NA,449595.9345,4670538.2762,c(449595.9345, 4670538.2762)
"175",9130,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-10-31,"25",25,"1.5","2","road",200323,NA,449990.9936,4669995.3294,c(449990.9936, 4669995.3294)
"176",9131,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"20",20,"4","3","Looting",200325,NA,449150.8975,4669550.895,c(449150.8975, 4669550.895)
"177",9132,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"25",25,"2","2","Looting",200331,NA,451351.0725,4672926.6129,c(451351.0725, 4672926.6129)
"178",9133,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-10-31,"15",15,"0.8","3","Looting",200392,"Gyulev-vrch",451880.2481,4669952.9609,c(451880.2481, 4669952.9609)
"179",9135,"Legacy verification","Burial Mound","Forest","Scrub",2010-10-31,"30",30,"3.5","5","Looting",200384,NA,453735.9393,4672862.8424,c(453735.9393, 4672862.8424)
"180",9136,"Legacy verification","Burial Mound","Forest","Scrub",2010-10-31,"40",40,"2","2","Looting",200391,NA,454610.5286,4670185.3002,c(454610.5286, 4670185.3002)
"181",9137,"Legacy verification","Burial Mound","Forest","Scrub",2010-10-31,"50",50,"8","5","Looting",200390,NA,454958.8028,4670126.1208,c(454958.8028, 4670126.1208)
"182",9138,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"40",50,"6","5","Looting",200389,NA,455597.8679,4670674.7434,c(455597.8679, 4670674.7434)
"183",9139,"Legacy verification","Burial Mound","Pasture","Pasture",2010-10-31,"50",50,"7","5","Looting",200388,NA,456282.397,4670696.235,c(456282.397, 4670696.235)
"184",9140,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-01,"40",40,"2","5","Looting",200393,NA,455172.1043,4669382.3502,c(455172.1043, 4669382.3502)
"185",9141,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"25",30,"2","5","Agriculture",200528,NA,462652.2241,4673295.3106,c(462652.2241, 4673295.3106)
"186",9142,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"20",20,"1.5","5","Agriculture",0,NA,462666.5211,4673332.1035,c(462666.5211, 4673332.1035)
"187",9143,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"30",30,"1","5","Agriculture",0,NA,462686.0203,4673743.7794,c(462686.0203, 4673743.7794)
"188",9144,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"30",30,"1","5","Agriculture",0,NA,462739.8,4674057.7907,c(462739.8, 4674057.7907)
"189",9145,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"20",20,"1","5","Agriculture",0,NA,462738.9886,4674099.5721,c(462738.9886, 4674099.5721)
"190",9146,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"40",40,"5","5","Agriculture",0,NA,462736.31,4674260.1462,c(462736.31, 4674260.1462)
"191",9147,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"20",20,"0.5","5","Agriculture",0,NA,462799.3286,4674276.3578,c(462799.3286, 4674276.3578)
"192",9148,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"25",25,"2","5","Agriculture",0,NA,462842.6485,4674255.6621,c(462842.6485, 4674255.6621)
"193",9149,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"40",40,"1","5","Agriculture",0,NA,462911.4143,4674288.7716,c(462911.4143, 4674288.7716)
"194",9150,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"40",40,"1","5","Agriculture",0,NA,462886.6732,4674171.2512,c(462886.6732, 4674171.2512)
"195",9151,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"30",30,"3","4","Agriculture",200529,NA,462856.6937,4674107.2177,c(462856.6937, 4674107.2177)
"196",9153,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"30",30,"1.5","5","Agriculture",200523,NA,462839.8626,4674005.405,c(462839.8626, 4674005.405)
"197",9154,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"40",40,"4","5","Agriculture",0,NA,461884.132,4674536.2071,c(461884.132, 4674536.2071)
"198",9155,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-01,"25",25,"1.5","5","Looting",200522,NA,461959.8894,4674283.5826,c(461959.8894, 4674283.5826)
"199",9156,"Survey","Burial Mound","Annual agriculture","Scrub",2010-11-01,"50",50,"8","4","Looting",200531,NA,463766.3573,4680289.1489,c(463766.3573, 4680289.1489)
"200",9157,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-01,"30",30,"4","5","Looting",0,NA,463743.5658,4680264.0144,c(463743.5658, 4680264.0144)
"201",9158,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-01,"30",30,"2","5","Agriculture",200519,NA,460447.6911,4677925.9832,c(460447.6911, 4677925.9832)
"202",9161,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",2010-11-01,"15",15,"1","5","Agriculture",200897,NA,460421.2577,4678849.1518,c(460421.2577, 4678849.1518)
"203",9162,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-01,"35",35,"2.5","5","Construction",200913,NA,460086.0563,4676620.2302,c(460086.0563, 4676620.2302)
"204",9163,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-01,"30",30,"2.5","5","Looting",200377,NA,456790.5456,4677759.3947,c(456790.5456, 4677759.3947)
"205",9164,"Survey","Burial Mound","Pasture","Scrub",2010-11-01,"35",35,"2","5","Looting",0,NA,456744.3516,4677781.895,c(456744.3516, 4677781.895)
"206",9165,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-01,"40",40,"6","4","Looting",200376,NA,456671.7425,4677811.508,c(456671.7425, 4677811.508)
"207",9166,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-03,"30",30,"5","3","Construction",200337,NA,446709.1069,4672533.7336,c(446709.1069, 4672533.7336)
"208",9169,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"40",35,"2.5","2","Construction",0,NA,450924.2993,4703196.9127,c(450924.2993, 4703196.9127)
"209",9170,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"50",50,"0.8","5","Agriculture",200174,NA,450980.9406,4703083.4423,c(450980.9406, 4703083.4423)
"210",9171,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-04,"40",40,"2","4","Agriculture",200173,NA,451225.2364,4702941.2102,c(451225.2364, 4702941.2102)
"211",9172,"Survey","Burial Mound","Pasture","Scrub",2010-11-04,"30",30,"3","5","Agriculture",0,NA,451327.3087,4702839.5909,c(451327.3087, 4702839.5909)
"212",9173,"Survey","Burial Mound","Pasture","Scrub",2010-11-04,"25",25,"2.5","2","Agriculture",0,NA,451352.6764,4702888.8341,c(451352.6764, 4702888.8341)
"213",9174,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-04,"35",35,"2.5","3","Agriculture",200172,NA,451410.2142,4702877.9456,c(451410.2142, 4702877.9456)
"214",9175,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-04,"40",40,"5","1","Agriculture",200175,NA,450863.4715,4703804.8661,c(450863.4715, 4703804.8661)
"215",9177,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"45",45,"1.7","4","Looting",200177,NA,449710.8847,4704401.7317,c(449710.8847, 4704401.7317)
"216",9178,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"50",50,"0.4","5","Agriculture",200183,NA,453138.4639,4701374.2753,c(453138.4639, 4701374.2753)
"217",9179,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"50",50,"5","2","Looting",200179,NA,452505.4395,4704611.0462,c(452505.4395, 4704611.0462)
"218",9180,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-04,"40",40,"3","2","Agriculture",200178,NA,452435.1286,4704691.2029,c(452435.1286, 4704691.2029)
"219",9181,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-04,"60",60,"4","2","Anthropogenic",200181,NA,456789.8723,4704824.5349,c(456789.8723, 4704824.5349)
"220",9184,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"35",35,"1.5","5","Agriculture",0,NA,469154.9488,4704713.8687,c(469154.9488, 4704713.8687)
"221",9186,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"1.5","5","Agriculture",0,NA,469433.706,4704919.9903,c(469433.706, 4704919.9903)
"222",9188,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",20,"1.8","5","Agriculture",200638,NA,469341.0883,4704989.5785,c(469341.0883, 4704989.5785)
"223",9189,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture",200555,NA,469039.1153,4704802.1109,c(469039.1153, 4704802.1109)
"224",9190,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",25,"1.5","5","Looting",200238,NA,468710.4376,4705830.0016,c(468710.4376, 4705830.0016)
"225",9191,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture",200239,NA,468729.8019,4706257.4645,c(468729.8019, 4706257.4645)
"226",9192,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1","5","Agriculture",200240,NA,468710.7137,4706566.4278,c(468710.7137, 4706566.4278)
"227",9193,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"45",45,"2.5","1","Construction",200242,NA,471224.6816,4706745.962,c(471224.6816, 4706745.962)
"228",9194,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","1","Agriculture",200882,NA,470686.8146,4706891.6942,c(470686.8146, 4706891.6942)
"229",9195,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.5","2","Agriculture",200245,NA,470044.5437,4709313.1793,c(470044.5437, 4709313.1793)
"230",9196,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",35,"4","5","Looting",200246,NA,470013.8026,4709966.9952,c(470013.8026, 4709966.9952)
"231",9197,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"0.8","5","Agriculture",200248,NA,468206.122,4711312.8325,c(468206.122, 4711312.8325)
"232",9198,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"1","3","Looting",200249,NA,468126.5333,4711263.1324,c(468126.5333, 4711263.1324)
"233",9199,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.5","5","Agriculture",200244,NA,467968.8237,4708678.6025,c(467968.8237, 4708678.6025)
"234",9200,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-04,"40",40,"4","2","Looting",200889,NA,462986.7066,4703067.1257,c(462986.7066, 4703067.1257)
"235",9201,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-04,"40",40,"5","2","Looting",200550,NA,463021.1886,4703132.2359,c(463021.1886, 4703132.2359)
"236",9202,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"50",50,"4.5","2","Looting",200888,"Turnova mogila",464388.3613,4703815.4678,c(464388.3613, 4703815.4678)
"237",9203,"Legacy verification","Burial Mound","Pasture","Perennial agriculture",2010-11-04,"50",50,"6","5","Looting",200551,NA,465445.2766,4704094.2959,c(465445.2766, 4704094.2959)
"238",9204,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"25",25,"2","5","Construction",200560,"Turnova mogila",466774.9115,4702808.5049,c(466774.9115, 4702808.5049)
"239",9205,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"35",35,"1.7","5","Agriculture",0,NA,468070.0441,4704043.9777,c(468070.0441, 4704043.9777)
"240",9206,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-04,"40",40,"7","1","Looting",200553,NA,468035.7273,4704118.8009,c(468035.7273, 4704118.8009)
"241",9207,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"30",30,"3","3","None",200552,NA,467956.8282,4704136.409,c(467956.8282, 4704136.409)
"242",9208,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"20",20,"1.5","5","Agriculture",200559,NA,467788.9503,4703402.8573,c(467788.9503, 4703402.8573)
"243",9210,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"20",20,"1.5","5","Agriculture",200557,NA,468154.0824,4703338.9331,c(468154.0824, 4703338.9331)
"244",9211,"Survey","Burial Mound","Annual agriculture","Scrub",2010-11-04,"30",30,"2.5","1","Agriculture",0,NA,468193.5823,4703320.9558,c(468193.5823, 4703320.9558)
"245",9212,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"40",40,"2","3","Construction",0,NA,468189.0114,4703393.0143,c(468189.0114, 4703393.0143)
"246",9213,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-04,"35",35,"4","1","Agriculture",200558,NA,468279.4215,4703227.0967,c(468279.4215, 4703227.0967)
"247",9214,NA,"Extinct Burial Mound","Annual agriculture","Pasture",2010-11-04,"40",40,"5","5",NA,200556,NA,468493.6937,4703691.5629,c(468493.6937, 4703691.5629)
